,user_id,timestamp,method,file_url,file_size,n_like
378,2272133,1371511644,GET,659056-601228.dat,54597,0
379,2118828,1370466426,GET,2689683-2651.dat,31557,0
380,1124556,1370466483,GET,2603614-2109.dat,63116,0
381,2014513,1370466642,POST,2014513-5608.dat,68522,4
382,2014513,1370466643,POST,2014513-5607.dat,64528,2
383,2014513,1370466702,POST,2014513-5605.dat,20604,3
384,2014513,1370466762,POST,2014513-5604.dat,33597,6
385,2014513,1370651967,POST,2014513-116259.dat,41457,15
386,2014513,1370848217,POST,2014513-237347.dat,49775,5
387,2014513,1370848218,POST,2014513-237349.dat,34502,2
388,2014513,1371050185,GET,45031-374575.dat,22770,1
389,2014513,1371748511,GET,1554770-774185.dat,25672,1
390,2014513,1371748618,POST,2014513-748731.dat,39728,1
391,2014513,1371748618,GET,323953-774048.dat,26132,4
392,2996697,1370466674,GET,2308710-8566.dat,43935,0
393,2996697,1370466856,GET,1958872-8550.dat,26973,0
394,2996697,1370468570,GET,1856815-12751.dat,118520,1
395,2996697,1370524416,GET,2075751-85114.dat,16879,0
396,2996697,1370593136,GET,446621-221937.dat,130896,0
397,2996697,1370907253,GET,2665638-88117.dat,160734,0
398,2996697,1370945884,GET,2948293-115525.dat,60620,0
399,2403856,1370466817,GET,759820-1935.dat,41583,0
400,2403856,1370466900,GET,2998067-1941.dat,159141,0
401,2403856,1370467055,GET,2278524-1952.dat,187352,0
402,2403856,1370467175,GET,2003124-1916.dat,41437,0
403,2403856,1370467770,GET,1183981-1712.dat,24757,0
404,2403856,1370467770,GET,1979182-1711.dat,61663,1
405,2403856,1371829886,GET,971044-273337.dat,96225,0
406,2403856,1371854342,GET,1998559-267494.dat,67112,0
407,2530595,1370467784,GET,1201124-2574.dat,115535,0
408,2530595,1371421635,GET,2255508-42681.dat,214512,0
409,1011263,1370467849,GET,41219-2537.dat,18908,0
410,1011263,1370541409,GET,1205030-24957.dat,67320,1
411,1011263,1370844935,GET,2347012-82821.dat,67112,0
412,1011263,1370848332,GET,1564290-101391.dat,28967,0
413,1011263,1371090251,GET,294944-129808.dat,106213,0
414,1011263,1371493888,GET,2240299-180697.dat,34522,1
415,2311349,1370468028,GET,719806-2515.dat,91512,0
416,2311349,1370981719,GET,374249-19753.dat,46837,0
417,2881625,1370468234,GET,890679-620.dat,30536,0
418,2218025,1370468371,GET,2359887-11167.dat,28501,0
419,2218025,1370820204,GET,2822822-402363.dat,37666,0
420,2218025,1370903439,GET,2359887-594850.dat,75249,0
421,887565,1370468541,GET,2854253-2669.dat,43539,0
422,324752,1370468622,POST,324752-10702.dat,71758,1
423,834553,1370468715,GET,357020-305.dat,319380,0
424,834553,1370605343,GET,2380963-2099.dat,24046,0
425,834553,1370605402,GET,2380963-2097.dat,39618,0
426,834553,1370605402,GET,2380963-2095.dat,49297,0
427,834553,1370605402,GET,2380963-2070.dat,37036,0
428,834553,1370605448,GET,2894341-2329.dat,12307,0
429,834553,1370688243,GET,1562971-4062.dat,57961,0
430,834553,1370739000,GET,2894341-4647.dat,18680,0
431,834553,1370789440,GET,2800248-5779.dat,50992,0
432,834553,1370820433,GET,2543658-6202.dat,19482,0
433,834553,1370941118,GET,2194386-7486.dat,78646,0
434,834553,1371085766,GET,2894341-10817.dat,130642,0
435,834553,1371339993,GET,1192507-16173.dat,91841,0
436,834553,1371343385,GET,862202-16279.dat,56851,1
437,834553,1371378490,GET,1147122-18224.dat,23584,1
438,834553,1371465626,GET,227686-18405.dat,75619,0
439,834553,1371562457,GET,2980540-1178886.dat,31050,0
440,834553,1371579924,GET,2455524-22119.dat,109912,0
441,834553,1371580742,GET,1141751-22217.dat,59803,0
442,834553,1371842074,GET,1574543-28779.dat,6534,0
443,834553,1371842764,GET,2659014-28683.dat,69880,1
444,834553,1371842884,GET,1903701-202972.dat,33590,0
445,834553,1371996260,GET,785615-31751.dat,36157,0
446,834553,1372123450,GET,2380963-33160.dat,11281,0
447,1538911,1370469411,GET,832244-3447.dat,181364,0
448,1538911,1370469412,GET,832244-3455.dat,209938,0
449,1147280,1370469495,GET,2811055-614.dat,91460,0
450,2975474,1370469725,GET,2587885-8690.dat,18421,2
451,2975474,1370825456,GET,1341718-31435.dat,664490,1
452,2975474,1370825463,GET,2711946-50407.dat,46023,1
453,2975474,1370864053,GET,2554688-72293.dat,50385,0
454,2975474,1370864055,GET,253575-50520.dat,445650,2
455,2975474,1371077120,GET,1843760-114262.dat,35698,5
456,2975474,1371112227,GET,1739256-11660.dat,205059,0
457,2975474,1371154026,GET,121795-131519.dat,26752,0
458,2975474,1371226467,GET,669281-474058.dat,12634,0
459,2975474,1371514659,GET,109211-167777.dat,8469,0
460,2975474,1371662285,GET,2921952-177367.dat,12280,0
461,2975474,1371767679,GET,32700-181399.dat,49894,0
462,2975474,1372084878,GET,1822211-171305.dat,72392,1
463,2975474,1372113467,GET,172946-1135499.dat,708051,4
464,2779141,1370469908,GET,1081015-3186.dat,125879,1
465,2779141,1370540908,POST,2779141-24613.dat,62543,0
466,2779141,1370660760,GET,2809426-42026.dat,45217,0
467,2779141,1370660760,GET,1731505-40559.dat,38715,1
468,2779141,1370858906,GET,2796456-88731.dat,81400,0
469,1475819,1370470073,GET,2788110-296.dat,51363,0
470,2652132,1370470260,GET,2852889-196664.dat,125119,0
471,2652132,1370470900,GET,940733-1729.dat,85697,0
472,2652132,1370472461,GET,264197-3855.dat,314122,0
473,2652132,1370473718,GET,2236197-3868.dat,48520,0
474,2652132,1370618800,GET,2657610-42405.dat,61022,0
475,2652132,1371215734,GET,2597502-157609.dat,98351,0
476,2652132,1371215734,GET,467323-156874.dat,102482,0
477,2652132,1371224916,GET,796659-159499.dat,82589,0
478,2652132,1371225654,GET,492740-134481.dat,24968,0
479,2652132,1371478923,GET,265686-194148.dat,92917,0
480,2652132,1371640307,POST,2652132-221478.dat,20321,0
481,2652132,1371897034,GET,60629-248044.dat,18069,0
482,2652132,1371901913,GET,1028518-168206.dat,46587,0
483,2652132,1371940486,GET,1761826-278493.dat,167654,0
484,2652132,1371941169,GET,1111959-167473.dat,77168,0
485,2652132,1371941169,GET,1655556-173082.dat,141958,0
486,2652132,1371973036,GET,26334-21299.dat,101460,0
487,2652132,1371983367,GET,2823736-282884.dat,50599,0
488,2652132,1371998477,POST,2652132-310542.dat,81581,0
489,2652132,1372058065,GET,1307129-302149.dat,50199,0
